beach_name,date,Ecoli_1dGM,Ecoli_30dGM,Ecoli_units,ClosureYN,ClosureReason,MonitoringOrg,DOW,units
Watzl's Beach,2023-07-25,5.4,7.4,,N,NA,PriorLake,70002600,mpn
Watzl's Beach,2023-08-01,14.1,6.5,,N,NA,PriorLake,70002600,mpn
Watzl's Beach,2023-08-08,31.7,8.9,,N,NA,PriorLake,70002600,mpn
Watzl's Beach,2023-08-15,28.8,10.4,,N,NA,PriorLake,70002600,mpn
Watzl's Beach,2023-08-22,275.7,28.6,,N,NA,PriorLake,70002600,mpn
Watzl's Beach,2024-05-21,17.5,17.5,,N,NA,PriorLake,70002600,mpn
Watzl's Beach,2024-06-04,28,22.1,,N,NA,PriorLake,70002600,mpn
Watzl's Beach,2024-06-11,18.5,20.8,,N,NA,PriorLake,70002600,mpn
Watzl's Beach,2024-06-18,4.5,14.2,,N,NA,PriorLake,70002600,mpn
Watzl's Beach,2024-06-25,410.2,31.2,,N,NA,PriorLake,70002600,mpn
Watzl's Beach,2024-07-02,14.5,26.8,,N,NA,PriorLake,70002600,mpn
Watzl's Beach,2024-07-09,34.7,27.9,,N,NA,PriorLake,70002600,mpn
Watzl's Beach,2024-07-16,16,27.1,,N,NA,PriorLake,70002600,mpn
Watzl's Beach,2024-07-23,2.4,24.1,,N,NA,PriorLake,70002600,mpn
Watzl's Beach,2024-07-30,14.4,12.3,,N,NA,PriorLake,70002600,mpn
Watzl's Beach,2024-08-06,6.7,10.6,,N,NA,PriorLake,70002600,mpn
Watzl's Beach,2024-08-13,2.4,6.2,,N,NA,PriorLake,70002600,mpn
Watzl's Beach,2024-08-20,86.5,8.7,,N,NA,PriorLake,70002600,mpn
Watzl's Beach,2025-05-20,20.1,20.1,,N,NA,PriorLake,70002600,mpn
Watzl's Beach,2025-05-27,119.4,49,,N,NA,PriorLake,70002600,mpn
Watzl's Beach,2025-06-03,32.5,42.7,,N,NA,PriorLake,70002600,mpn
Watzl's Beach,2025-06-10,42.9,42.8,,N,NA,PriorLake,70002600,mpn
Watzl's Beach,2025-06-17,150.5,55,,N,NA,PriorLake,70002600,mpn
Watzl's Beach,2025-06-24,13.7,51,,N,NA,PriorLake,70002600,mpn
Watzl's Beach,2025-07-01,9.8,30.9,,N,NA,PriorLake,70002600,mpn
Watzl's Beach,2025-07-08,10.5,24.7,,N,NA,PriorLake,70002600,mpn
Watzl's Beach,2025-07-15,15.3,20.1,,N,NA,PriorLake,70002600,mpn
Watzl's Beach,2025-07-22,17,13,,N,NA,PriorLake,70002600,mpn
Watzl's Beach,2025-07-29,4,10.1,,N,NA,PriorLake,70002600,mpn
Watzl's Beach,2025-08-05,2.4,7.7,,N,NA,PriorLake,70002600,mpn
