"BeachName","DOW","Date","MonitoringOrg","Entero_avg_cfu","Microcystin_ugL","Cylindro_ugL","Anatoxin_ugL","ClosureYN","ClosureReason"
"Harriet - SE","27001600",2018-07-16,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - 50th","27001900",2018-07-16,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - Main","27001900",2018-07-16,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - 32nd","27003100",2018-07-16,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Main","27003100",2018-07-16,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Thomas","27003100",2018-07-16,"MPRB",NA,NA,NA,NA,"N",""
"Wirth","27003700",2018-07-16,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - East","27003900",2018-07-16,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Main","27003900",2018-07-16,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Point","27003900",2018-07-16,"MPRB",NA,NA,NA,NA,"N",""
"Hiawatha","27001800",2018-07-16,"MPRB",NA,NA,NA,NA,"Y","ecoli_30dayGM"
"Harriet - Main","27001600",2018-07-23,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - SE","27001600",2018-07-23,"MPRB",NA,NA,NA,NA,"N",""
"Hiawatha","27001800",2018-07-23,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - 50th","27001900",2018-07-23,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - Main","27001900",2018-07-23,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - 32nd","27003100",2018-07-23,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Main","27003100",2018-07-23,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Thomas","27003100",2018-07-23,"MPRB",NA,NA,NA,NA,"N",""
"Wirth","27003700",2018-07-23,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - East","27003900",2018-07-23,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Main","27003900",2018-07-23,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Point","27003900",2018-07-23,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - Main","27001600",2018-07-30,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - SE","27001600",2018-07-30,"MPRB",NA,NA,NA,NA,"N",""
"Hiawatha","27001800",2018-07-30,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - 50th","27001900",2018-07-30,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - Main","27001900",2018-07-30,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - 32nd","27003100",2018-07-30,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Main","27003100",2018-07-30,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Thomas","27003100",2018-07-30,"MPRB",NA,NA,NA,NA,"N",""
"Wirth","27003700",2018-07-30,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - East","27003900",2018-07-30,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Main","27003900",2018-07-30,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Point","27003900",2018-07-30,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - Main","27001600",2018-08-06,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - SE","27001600",2018-08-06,"MPRB",NA,NA,NA,NA,"N",""
"Hiawatha","27001800",2018-08-06,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - 50th","27001900",2018-08-06,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - Main","27001900",2018-08-06,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - 32nd","27003100",2018-08-06,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Main","27003100",2018-08-06,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Thomas","27003100",2018-08-06,"MPRB",NA,NA,NA,NA,"N",""
"Wirth","27003700",2018-08-06,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - East","27003900",2018-08-06,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Main","27003900",2018-08-06,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Point","27003900",2018-08-06,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - Main","27001600",2018-08-13,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - SE","27001600",2018-08-13,"MPRB",NA,NA,NA,NA,"N",""
"Hiawatha","27001800",2018-08-13,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - 50th","27001900",2018-08-13,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - Main","27001900",2018-08-13,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - 32nd","27003100",2018-08-13,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Main","27003100",2018-08-13,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Thomas","27003100",2018-08-13,"MPRB",NA,NA,NA,NA,"N",""
"Wirth","27003700",2018-08-13,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - East","27003900",2018-08-13,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Main","27003900",2018-08-13,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Point","27003900",2018-08-13,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - Main","27001900",2018-08-20,"MPRB",NA,NA,NA,NA,"N",""
"Wirth","27003700",2018-08-20,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - Main","27001900",2018-08-27,"MPRB",NA,NA,NA,NA,"N",""
"Wirth","27003700",2018-08-27,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - Main","27001900",2019-05-21,"MPRB",NA,NA,NA,NA,"N",""
"Wirth","27003700",2019-05-21,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - Main","27001900",2019-05-28,"MPRB",NA,NA,NA,NA,"N",""
"Wirth","27003700",2019-05-28,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - Main","27001600",2019-06-03,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - SE","27001600",2019-06-03,"MPRB",NA,NA,NA,NA,"N",""
"Hiawatha","27001800",2019-06-03,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - 50th","27001900",2019-06-03,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - Main","27001900",2019-06-03,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - 32nd","27003100",2019-06-03,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Main","27003100",2019-06-03,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Thomas","27003100",2019-06-03,"MPRB",NA,NA,NA,NA,"N",""
"Wirth","27003700",2019-06-03,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - East","27003900",2019-06-03,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Main","27003900",2019-06-03,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Point","27003900",2019-06-03,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - Main","27001600",2019-06-10,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - SE","27001600",2019-06-10,"MPRB",NA,NA,NA,NA,"N",""
"Hiawatha","27001800",2019-06-10,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - 50th","27001900",2019-06-10,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - Main","27001900",2019-06-10,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - 32nd","27003100",2019-06-10,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Main","27003100",2019-06-10,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Thomas","27003100",2019-06-10,"MPRB",NA,NA,NA,NA,"N",""
"Wirth","27003700",2019-06-10,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - East","27003900",2019-06-10,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Main","27003900",2019-06-10,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Point","27003900",2019-06-10,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - Main","27001600",2019-06-17,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - SE","27001600",2019-06-17,"MPRB",NA,NA,NA,NA,"N",""
"Hiawatha","27001800",2019-06-17,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - 50th","27001900",2019-06-17,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - Main","27001900",2019-06-17,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - 32nd","27003100",2019-06-17,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Main","27003100",2019-06-17,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Thomas","27003100",2019-06-17,"MPRB",NA,NA,NA,NA,"N",""
"Wirth","27003700",2019-06-17,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - East","27003900",2019-06-17,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Main","27003900",2019-06-17,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Point","27003900",2019-06-17,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - Main","27001600",2019-06-24,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - SE","27001600",2019-06-24,"MPRB",NA,NA,NA,NA,"N",""
"Hiawatha","27001800",2019-06-24,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - 50th","27001900",2019-06-24,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - Main","27001900",2019-06-24,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Main","27003100",2019-06-24,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Thomas","27003100",2019-06-24,"MPRB",NA,NA,NA,NA,"N",""
"Wirth","27003700",2019-06-24,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - East","27003900",2019-06-24,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Main","27003900",2019-06-24,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Point","27003900",2019-06-24,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - 32nd","27003100",2019-06-24,"MPRB",NA,NA,NA,NA,"Y","ecoli_1dayGM"
"Bde Maka Ska - 32nd","27003100",2019-06-26,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - Main","27001600",2019-07-01,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - SE","27001600",2019-07-01,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - 50th","27001900",2019-07-01,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - Main","27001900",2019-07-01,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Main","27003100",2019-07-01,"MPRB",NA,NA,NA,NA,"N",""
"Wirth","27003700",2019-07-01,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - East","27003900",2019-07-01,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Main","27003900",2019-07-01,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Point","27003900",2019-07-01,"MPRB",NA,NA,NA,NA,"N",""
"Hiawatha","27001800",2019-07-01,"MPRB",NA,NA,NA,NA,"Y","ecoli_30dayGM"
"Bde Maka Ska - 32nd","27003100",2019-07-01,"MPRB",NA,NA,NA,NA,"Y","ecoli_1dayGM"
"Bde Maka Ska - Thomas","27003100",2019-07-01,"MPRB",NA,NA,NA,NA,"Y","ecoli_1dayGM"
"Hiawatha","27001800",2019-07-02,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - 32nd","27003100",2019-07-02,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Thomas","27003100",2019-07-02,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - Main","27001600",2019-07-08,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - SE","27001600",2019-07-08,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - 50th","27001900",2019-07-08,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - Main","27001900",2019-07-08,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Main","27003100",2019-07-08,"MPRB",NA,NA,NA,NA,"N",""
"Wirth","27003700",2019-07-08,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - East","27003900",2019-07-08,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Main","27003900",2019-07-08,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Point","27003900",2019-07-08,"MPRB",NA,NA,NA,NA,"N",""
"Hiawatha","27001800",2019-07-08,"MPRB",NA,NA,NA,NA,"Y","ecoli_30dayGM"
"Bde Maka Ska - 32nd","27003100",2019-07-08,"MPRB",NA,NA,NA,NA,"Y","ecoli_30dayGM"
"Bde Maka Ska - Thomas","27003100",2019-07-08,"MPRB",NA,NA,NA,NA,"Y","ecoli_30dayGM"
"Harriet - Main","27001600",2019-07-15,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - SE","27001600",2019-07-15,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - 50th","27001900",2019-07-15,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - Main","27001900",2019-07-15,"MPRB",NA,NA,NA,NA,"N",""
"Wirth","27003700",2019-07-15,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - East","27003900",2019-07-15,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Main","27003900",2019-07-15,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Point","27003900",2019-07-15,"MPRB",NA,NA,NA,NA,"N",""
"Hiawatha","27001800",2019-07-15,"MPRB",NA,NA,NA,NA,"Y","ecoli_30dayGM"
"Bde Maka Ska - 32nd","27003100",2019-07-15,"MPRB",NA,NA,NA,NA,"Y","ecoli_1dayGM"
"Bde Maka Ska - Main","27003100",2019-07-15,"MPRB",NA,NA,NA,NA,"Y","ecoli_30dayGM"
"Bde Maka Ska - Thomas","27003100",2019-07-15,"MPRB",NA,NA,NA,NA,"Y","ecoli_30dayGM"
"Harriet - Main","27001600",2019-07-22,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - SE","27001600",2019-07-22,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - 50th","27001900",2019-07-22,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - Main","27001900",2019-07-22,"MPRB",NA,NA,NA,NA,"N",""
"Wirth","27003700",2019-07-22,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - East","27003900",2019-07-22,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Main","27003900",2019-07-22,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Point","27003900",2019-07-22,"MPRB",NA,NA,NA,NA,"N",""
"Hiawatha","27001800",2019-07-22,"MPRB",NA,NA,NA,NA,"Y","ecoli_30dayGM"
"Bde Maka Ska - 32nd","27003100",2019-07-22,"MPRB",NA,NA,NA,NA,"Y","ecoli_30dayGM"
"Bde Maka Ska - Main","27003100",2019-07-22,"MPRB",NA,NA,NA,NA,"Y","ecoli_30dayGM"
"Bde Maka Ska - Thomas","27003100",2019-07-22,"MPRB",NA,NA,NA,NA,"Y","ecoli_30dayGM"
"Harriet - Main","27001600",2019-07-29,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - SE","27001600",2019-07-29,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - 50th","27001900",2019-07-29,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - Main","27001900",2019-07-29,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Main","27003100",2019-07-29,"MPRB",NA,NA,NA,NA,"N",""
"Wirth","27003700",2019-07-29,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - East","27003900",2019-07-29,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Main","27003900",2019-07-29,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Point","27003900",2019-07-29,"MPRB",NA,NA,NA,NA,"N",""
"Hiawatha","27001800",2019-07-29,"MPRB",NA,NA,NA,NA,"Y","ecoli_30dayGM"
"Bde Maka Ska - Thomas","27003100",2019-07-29,"MPRB",NA,NA,NA,NA,"Y","ecoli_1dayGM"
"Bde Maka Ska - 32nd","27003100",2019-07-29,"MPRB",NA,NA,NA,NA,"Y","ecoli_30dayGM"
"Harriet - Main","27001600",2019-08-05,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - SE","27001600",2019-08-05,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - 50th","27001900",2019-08-05,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - Main","27001900",2019-08-05,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Main","27003100",2019-08-05,"MPRB",NA,NA,NA,NA,"N",""
"Wirth","27003700",2019-08-05,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - East","27003900",2019-08-05,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Main","27003900",2019-08-05,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Point","27003900",2019-08-05,"MPRB",NA,NA,NA,NA,"N",""
"Hiawatha","27001800",2019-08-05,"MPRB",NA,NA,NA,NA,"Y","ecoli_30dayGM"
"Bde Maka Ska - 32nd","27003100",2019-08-05,"MPRB",NA,NA,NA,NA,"Y","ecoli_30dayGM"
"Bde Maka Ska - Thomas","27003100",2019-08-05,"MPRB",NA,NA,NA,NA,"Y","ecoli_30dayGM"
"Harriet - Main","27001600",2019-08-12,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - SE","27001600",2019-08-12,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - 50th","27001900",2019-08-12,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - Main","27001900",2019-08-12,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Main","27003100",2019-08-12,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - East","27003900",2019-08-12,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Main","27003900",2019-08-12,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Point","27003900",2019-08-12,"MPRB",NA,NA,NA,NA,"N",""
"Hiawatha","27001800",2019-08-12,"MPRB",NA,NA,NA,NA,"Y","ecoli_30dayGM"
"Bde Maka Ska - 32nd","27003100",2019-08-12,"MPRB",NA,NA,NA,NA,"Y","ecoli_30dayGM"
"Bde Maka Ska - Thomas","27003100",2019-08-12,"MPRB",NA,NA,NA,NA,"Y","ecoli_30dayGM"
"Wirth","27003700",2019-08-12,"MPRB",NA,NA,NA,NA,"Y","ecoli_1dayGM"
"Wirth","27003700",2019-08-14,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - Main","27001600",2019-08-19,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - SE","27001600",2019-08-19,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Main","27003100",2019-08-19,"MPRB",NA,NA,NA,NA,"N",""
"Wirth","27003700",2019-08-19,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - East","27003900",2019-08-19,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Main","27003900",2019-08-19,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Point","27003900",2019-08-19,"MPRB",NA,NA,NA,NA,"N",""
"Hiawatha","27001800",2019-08-19,"MPRB",NA,NA,NA,NA,"Y","ecoli_30dayGM"
"Bde Maka Ska - 32nd","27003100",2019-08-19,"MPRB",NA,NA,NA,NA,"Y","ecoli_30dayGM"
"Bde Maka Ska - Thomas","27003100",2019-08-19,"MPRB",NA,NA,NA,NA,"Y","ecoli_30dayGM"
"Harriet - Main","27001600",2019-08-26,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - SE","27001600",2019-08-26,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Main","27003100",2019-08-26,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Thomas","27003100",2019-08-26,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - East","27003900",2019-08-26,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Main","27003900",2019-08-26,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Point","27003900",2019-08-26,"MPRB",NA,NA,NA,NA,"N",""
"Hiawatha","27001800",2019-08-26,"MPRB",NA,NA,NA,NA,"Y","ecoli_1dayGM"
"Bde Maka Ska - 32nd","27003100",2019-08-26,"MPRB",NA,NA,NA,NA,"Y","ecoli_30dayGM"
"Wirth","27003700",2019-08-26,"MPRB",NA,NA,NA,NA,"Y","ecoli_30dayGM"
"Harriet - Main","27001600",2020-06-10,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - SE","27001600",2020-06-10,"MPRB",NA,NA,NA,NA,"N",""
"Hiawatha","27001800",2020-06-10,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - 50th","27001900",2020-06-10,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - Main","27001900",2020-06-10,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - 32nd","27003100",2020-06-11,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Main","27003100",2020-06-11,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Thomas","27003100",2020-06-11,"MPRB",NA,NA,NA,NA,"N",""
"Wirth","27003700",2020-06-11,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - East","27003900",2020-06-11,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Main","27003900",2020-06-11,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Point","27003900",2020-06-11,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - Main","27001600",2020-06-15,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - SE","27001600",2020-06-15,"MPRB",NA,NA,NA,NA,"N",""
"Hiawatha","27001800",2020-06-15,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - 50th","27001900",2020-06-15,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - Main","27001900",2020-06-15,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - 32nd","27003100",2020-06-15,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Main","27003100",2020-06-15,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Thomas","27003100",2020-06-15,"MPRB",NA,NA,NA,NA,"N",""
"Wirth","27003700",2020-06-15,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - East","27003900",2020-06-15,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Main","27003900",2020-06-15,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Point","27003900",2020-06-15,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - Main","27001600",2020-06-22,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - SE","27001600",2020-06-22,"MPRB",NA,NA,NA,NA,"N",""
"Hiawatha","27001800",2020-06-22,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - 50th","27001900",2020-06-22,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - Main","27001900",2020-06-22,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - 32nd","27003100",2020-06-22,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Main","27003100",2020-06-22,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Thomas","27003100",2020-06-22,"MPRB",NA,NA,NA,NA,"N",""
"Wirth","27003700",2020-06-22,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - East","27003900",2020-06-22,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Main","27003900",2020-06-22,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Point","27003900",2020-06-22,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - Main","27001600",2020-06-30,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - SE","27001600",2020-06-30,"MPRB",NA,NA,NA,NA,"N",""
"Hiawatha","27001800",2020-06-30,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - 50th","27001900",2020-06-30,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - Main","27001900",2020-06-30,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - 32nd","27003100",2020-06-30,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Main","27003100",2020-06-30,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Thomas","27003100",2020-06-30,"MPRB",NA,NA,NA,NA,"N",""
"Wirth","27003700",2020-06-30,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - East","27003900",2020-06-30,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Main","27003900",2020-06-30,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Point","27003900",2020-06-30,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - Main","27001600",2020-07-06,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - 50th","27001900",2020-07-06,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - Main","27001900",2020-07-06,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - 32nd","27003100",2020-07-06,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Main","27003100",2020-07-06,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Thomas","27003100",2020-07-06,"MPRB",NA,NA,NA,NA,"N",""
"Wirth","27003700",2020-07-06,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - East","27003900",2020-07-06,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Main","27003900",2020-07-06,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Point","27003900",2020-07-06,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - SE","27001600",2020-07-06,"MPRB",NA,NA,NA,NA,"Y","ecoli_30dayGM"
"Hiawatha","27001800",2020-07-06,"MPRB",NA,NA,NA,NA,"Y","ecoli_30dayGM"
"Harriet - Main","27001600",2020-07-13,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - SE","27001600",2020-07-13,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - 50th","27001900",2020-07-13,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - Main","27001900",2020-07-13,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - 32nd","27003100",2020-07-13,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Main","27003100",2020-07-13,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Thomas","27003100",2020-07-13,"MPRB",NA,NA,NA,NA,"N",""
"Wirth","27003700",2020-07-13,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - East","27003900",2020-07-13,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Main","27003900",2020-07-13,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Point","27003900",2020-07-13,"MPRB",NA,NA,NA,NA,"N",""
"Hiawatha","27001800",2020-07-13,"MPRB",NA,NA,NA,NA,"Y","ecoli_30dayGM"
"Harriet - Main","27001600",2020-07-20,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - SE","27001600",2020-07-20,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - 50th","27001900",2020-07-20,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - Main","27001900",2020-07-20,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - 32nd","27003100",2020-07-20,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Main","27003100",2020-07-20,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Thomas","27003100",2020-07-20,"MPRB",NA,NA,NA,NA,"N",""
"Wirth","27003700",2020-07-20,"MPRB",NA,NA,NA,NA,"N",""
