"BeachName","DOW","Date","MonitoringOrg","Entero_avg_cfu","Microcystin_ugL","Cylindro_ugL","Anatoxin_ugL","ClosureYN","ClosureReason"
"Cedar - East","27003900",2020-07-20,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Main","27003900",2020-07-20,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Point","27003900",2020-07-20,"MPRB",NA,NA,NA,NA,"N",""
"Hiawatha","27001800",2020-07-20,"MPRB",NA,NA,NA,NA,"Y","ecoli_30dayGM"
"Harriet - Main","27001600",2020-07-27,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - SE","27001600",2020-07-27,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - 50th","27001900",2020-07-27,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - Main","27001900",2020-07-27,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - 32nd","27003100",2020-07-27,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Main","27003100",2020-07-27,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Thomas","27003100",2020-07-27,"MPRB",NA,NA,NA,NA,"N",""
"Wirth","27003700",2020-07-27,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - East","27003900",2020-07-27,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Main","27003900",2020-07-27,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Point","27003900",2020-07-27,"MPRB",NA,NA,NA,NA,"N",""
"Hiawatha","27001800",2020-07-27,"MPRB",NA,NA,NA,NA,"Y","ecoli_30dayGM"
"Harriet - Main","27001600",2020-08-03,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - SE","27001600",2020-08-03,"MPRB",NA,NA,NA,NA,"N",""
"Hiawatha","27001800",2020-08-03,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - 50th","27001900",2020-08-03,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - Main","27001900",2020-08-03,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - 32nd","27003100",2020-08-03,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Main","27003100",2020-08-03,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Thomas","27003100",2020-08-03,"MPRB",NA,NA,NA,NA,"N",""
"Wirth","27003700",2020-08-03,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - East","27003900",2020-08-03,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Main","27003900",2020-08-03,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Point","27003900",2020-08-03,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - Main","27001600",2020-08-10,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - SE","27001600",2020-08-10,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - 50th","27001900",2020-08-10,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - Main","27001900",2020-08-10,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - 32nd","27003100",2020-08-10,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Main","27003100",2020-08-10,"MPRB",NA,NA,NA,NA,"N",""
"Wirth","27003700",2020-08-10,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - East","27003900",2020-08-10,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Main","27003900",2020-08-10,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Point","27003900",2020-08-10,"MPRB",NA,NA,NA,NA,"N",""
"Hiawatha","27001800",2020-08-10,"MPRB",NA,NA,NA,NA,"Y","ecoli_1dayGM"
"Bde Maka Ska - Thomas","27003100",2020-08-10,"MPRB",NA,NA,NA,NA,"Y","ecoli_1dayGM"
"Hiawatha","27001800",2020-08-12,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Thomas","27003100",2020-08-12,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - Main","27001600",2020-08-17,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - SE","27001600",2020-08-17,"MPRB",NA,NA,NA,NA,"N",""
"Hiawatha","27001800",2020-08-17,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - 50th","27001900",2020-08-17,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - Main","27001900",2020-08-17,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - 32nd","27003100",2020-08-17,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Main","27003100",2020-08-17,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Thomas","27003100",2020-08-17,"MPRB",NA,NA,NA,NA,"N",""
"Wirth","27003700",2020-08-17,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - East","27003900",2020-08-17,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Main","27003900",2020-08-17,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Point","27003900",2020-08-17,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - Main","27001600",2020-08-24,"MPRB",NA,NA,NA,NA,"N",""
"Hiawatha","27001800",2020-08-24,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - 50th","27001900",2020-08-24,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - Main","27001900",2020-08-24,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - 32nd","27003100",2020-08-24,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Thomas","27003100",2020-08-24,"MPRB",NA,NA,NA,NA,"N",""
"Wirth","27003700",2020-08-24,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - East","27003900",2020-08-24,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Main","27003900",2020-08-24,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Point","27003900",2020-08-24,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - SE","27001600",2020-08-24,"MPRB",NA,NA,NA,NA,"Y","ecoli_1dayGM"
"Bde Maka Ska - Main","27003100",2020-08-24,"MPRB",NA,NA,NA,NA,"Y","ecoli_1dayGM"
"Harriet - SE","27001600",2020-08-26,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - Main","27001600",2020-08-31,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - 50th","27001900",2020-08-31,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - Main","27001900",2020-08-31,"MPRB",NA,NA,NA,NA,"N",""
"Wirth","27003700",2020-08-31,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - East","27003900",2020-08-31,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Main","27003900",2020-08-31,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Point","27003900",2020-08-31,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - SE","27001600",2020-08-31,"MPRB",NA,NA,NA,NA,"Y","ecoli_30dayGM"
"Hiawatha","27001800",2020-08-31,"MPRB",NA,NA,NA,NA,"Y","ecoli_30dayGM"
"Bde Maka Ska - Thomas","27003100",2020-08-31,"MPRB",NA,NA,NA,NA,"Y","ecoli_1dayGM"
"Bde Maka Ska - 32nd","27003100",2020-08-31,"MPRB",NA,NA,NA,NA,"Y","ecoli_30dayGM"
"Bde Maka Ska - Main","27003100",2020-08-31,"MPRB",NA,NA,NA,NA,"Y","ecoli_30dayGM"
"Bde Maka Ska - Thomas","27003100",2020-09-02,"MPRB",NA,NA,NA,NA,"N",""
"Wirth","27003700",2021-05-24,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - Main","27001900",2021-05-24,"MPRB",NA,20,NA,NA,"Y","microcystin"
"Wirth","27003700",2021-06-01,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - Main","27001900",2021-06-01,"MPRB",NA,20,NA,NA,"Y","microcystin"
"Harriet - Main","27001600",2021-06-07,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - SE","27001600",2021-06-07,"MPRB",NA,NA,NA,NA,"N",""
"Hiawatha","27001800",2021-06-07,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - 32nd","27003100",2021-06-07,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Main","27003100",2021-06-07,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Thomas","27003100",2021-06-07,"MPRB",NA,NA,NA,NA,"N",""
"Wirth","27003700",2021-06-07,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - East","27003900",2021-06-07,"MPRB",NA,0.156,NA,NA,"N",""
"Cedar - Main","27003900",2021-06-07,"MPRB",NA,0.265,NA,NA,"N",""
"Cedar - Point","27003900",2021-06-07,"MPRB",NA,0.269,NA,NA,"N",""
"Nokomis - 50th","27001900",2021-06-07,"MPRB",NA,20,NA,NA,"Y","microcystin"
"Nokomis - Main","27001900",2021-06-07,"MPRB",NA,20,NA,NA,"Y","microcystin"
"Harriet - Main","27001600",2021-06-14,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - SE","27001600",2021-06-14,"MPRB",NA,NA,NA,NA,"N",""
"Hiawatha","27001800",2021-06-14,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - 50th","27001900",2021-06-14,"MPRB",NA,2.43,NA,NA,"N",""
"Bde Maka Ska - 32nd","27003100",2021-06-14,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Main","27003100",2021-06-14,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Thomas","27003100",2021-06-14,"MPRB",NA,NA,NA,NA,"N",""
"Wirth","27003700",2021-06-14,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - East","27003900",2021-06-14,"MPRB",NA,0.187,NA,NA,"N",""
"Cedar - Main","27003900",2021-06-14,"MPRB",NA,0.15,NA,NA,"N",""
"Cedar - Point","27003900",2021-06-14,"MPRB",NA,0.15,NA,NA,"N",""
"Nokomis - Main","27001900",2021-06-14,"MPRB",NA,6.049,NA,NA,"Y","microcystin"
"Harriet - Main","27001600",2021-06-21,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - SE","27001600",2021-06-21,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - 32nd","27003100",2021-06-21,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Main","27003100",2021-06-21,"MPRB",NA,NA,NA,NA,"N",""
"Wirth","27003700",2021-06-21,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - East","27003900",2021-06-21,"MPRB",NA,0.249,0.111,NA,"N",""
"Cedar - Main","27003900",2021-06-21,"MPRB",NA,0.217,NA,NA,"N",""
"Cedar - Point","27003900",2021-06-21,"MPRB",NA,0.267,NA,NA,"N",""
"Hiawatha","27001800",2021-06-21,"MPRB",NA,NA,NA,NA,"Y","ecoli_1dayGM"
"Nokomis - 50th","27001900",2021-06-21,"MPRB",NA,12.4,NA,NA,"Y","microcystin"
"Nokomis - Main","27001900",2021-06-21,"MPRB",NA,20,NA,NA,"Y","microcystin"
"Bde Maka Ska - Thomas","27003100",2021-06-21,"MPRB",NA,NA,NA,NA,"Y","ecoli_1dayGM"
"Harriet - Main","27001600",2021-06-28,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - SE","27001600",2021-06-28,"MPRB",NA,NA,NA,NA,"N",""
"Hiawatha","27001800",2021-06-28,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - 50th","27001900",2021-06-28,"MPRB",NA,4,NA,NA,"N",""
"Nokomis - Main","27001900",2021-06-28,"MPRB",NA,3.49,NA,NA,"N",""
"Bde Maka Ska - Main","27003100",2021-06-28,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Thomas","27003100",2021-06-28,"MPRB",NA,NA,NA,NA,"N",""
"Wirth","27003700",2021-06-28,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - East","27003900",2021-06-28,"MPRB",NA,0.214,NA,NA,"N",""
"Cedar - Main","27003900",2021-06-28,"MPRB",NA,0.208,NA,NA,"N",""
"Cedar - Point","27003900",2021-06-28,"MPRB",NA,0.322,NA,NA,"N",""
"Bde Maka Ska - 32nd","27003100",2021-06-28,"MPRB",NA,NA,NA,NA,"Y","ecoli_1dayGM"
"Cedar - East","27003900",2021-06-29,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Main","27003900",2021-06-29,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Point","27003900",2021-06-29,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - 32nd","27003100",2021-06-30,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - East","27003900",2021-06-30,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Main","27003900",2021-06-30,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Point","27003900",2021-06-30,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - East","27003900",2021-07-01,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Main","27003900",2021-07-01,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Point","27003900",2021-07-01,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - Main","27001600",2021-07-06,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - SE","27001600",2021-07-06,"MPRB",NA,NA,NA,NA,"N",""
"Hiawatha","27001800",2021-07-06,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - 50th","27001900",2021-07-06,"MPRB",NA,0.653,NA,NA,"N",""
"Nokomis - Main","27001900",2021-07-06,"MPRB",NA,0.553,NA,NA,"N",""
"Bde Maka Ska - 32nd","27003100",2021-07-06,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Main","27003100",2021-07-06,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Thomas","27003100",2021-07-06,"MPRB",NA,NA,NA,NA,"N",""
"Wirth","27003700",2021-07-06,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - East","27003900",2021-07-06,"MPRB",NA,0.15,NA,NA,"N",""
"Cedar - Main","27003900",2021-07-06,"MPRB",NA,0.15,NA,NA,"N",""
"Cedar - Point","27003900",2021-07-06,"MPRB",NA,0.17,NA,NA,"N",""
"Harriet - Main","27001600",2021-07-12,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - SE","27001600",2021-07-12,"MPRB",NA,NA,NA,NA,"N",""
"Hiawatha","27001800",2021-07-12,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - 50th","27001900",2021-07-12,"MPRB",NA,0.192,0.06052512,NA,"N",""
"Nokomis - Main","27001900",2021-07-12,"MPRB",NA,0.229,0.125,NA,"N",""
"Bde Maka Ska - 32nd","27003100",2021-07-12,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Main","27003100",2021-07-12,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Thomas","27003100",2021-07-12,"MPRB",NA,NA,NA,NA,"N",""
"Wirth","27003700",2021-07-12,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - East","27003900",2021-07-12,"MPRB",NA,0.15,0.189,NA,"N",""
"Cedar - Main","27003900",2021-07-12,"MPRB",NA,0.15,0.108,NA,"N",""
"Cedar - Point","27003900",2021-07-12,"MPRB",NA,0.15,0.369,NA,"N",""
"Harriet - Main","27001600",2021-07-19,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - SE","27001600",2021-07-19,"MPRB",NA,NA,NA,NA,"N",""
"Hiawatha","27001800",2021-07-19,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - 50th","27001900",2021-07-19,"MPRB",NA,0.229025239,0.102951891,NA,"N",""
"Nokomis - Main","27001900",2021-07-19,"MPRB",NA,0.241,0.019,NA,"N",""
"Bde Maka Ska - Main","27003100",2021-07-19,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Thomas","27003100",2021-07-19,"MPRB",NA,NA,NA,NA,"N",""
"Wirth","27003700",2021-07-19,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - East","27003900",2021-07-19,"MPRB",NA,0.209,0.035,NA,"N",""
"Cedar - Main","27003900",2021-07-19,"MPRB",NA,0.174,0.192,NA,"N",""
"Cedar - Point","27003900",2021-07-19,"MPRB",NA,0.181,0.152,NA,"N",""
"Bde Maka Ska - 32nd","27003100",2021-07-19,"MPRB",NA,NA,NA,NA,"Y","ecoli_30dayGM"
"Harriet - Main","27001600",2021-07-26,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - SE","27001600",2021-07-26,"MPRB",NA,NA,NA,NA,"N",""
"Hiawatha","27001800",2021-07-26,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - 50th","27001900",2021-07-26,"MPRB",NA,0.253,0.188,NA,"N",""
"Nokomis - Main","27001900",2021-07-26,"MPRB",NA,0.201,0.195,NA,"N",""
"Bde Maka Ska - Main","27003100",2021-07-26,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Thomas","27003100",2021-07-26,"MPRB",NA,NA,NA,NA,"N",""
"Wirth","27003700",2021-07-26,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - East","27003900",2021-07-26,"MPRB",NA,0.15,0.132,NA,"N",""
"Cedar - Main","27003900",2021-07-26,"MPRB",NA,0.15,0.144,NA,"N",""
"Cedar - Point","27003900",2021-07-26,"MPRB",NA,0.162,0.12,NA,"N",""
"Bde Maka Ska - 32nd","27003100",2021-07-26,"MPRB",NA,NA,NA,NA,"Y","ecoli_30dayGM"
"Harriet - Main","27001600",2021-08-02,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - SE","27001600",2021-08-02,"MPRB",NA,NA,NA,NA,"N",""
"Hiawatha","27001800",2021-08-02,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - 50th","27001900",2021-08-02,"MPRB",NA,0.68,0.05,NA,"N",""
"Nokomis - Main","27001900",2021-08-02,"MPRB",NA,0.54,0.05,NA,"N",""
"Bde Maka Ska - Main","27003100",2021-08-02,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Thomas","27003100",2021-08-02,"MPRB",NA,NA,NA,NA,"N",""
"Wirth","27003700",2021-08-02,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - East","27003900",2021-08-02,"MPRB",NA,0.58,0.198,NA,"N",""
"Cedar - Main","27003900",2021-08-02,"MPRB",NA,0.62,0.158,NA,"N",""
"Cedar - Point","27003900",2021-08-02,"MPRB",NA,0.63,0.156,NA,"N",""
"Bde Maka Ska - 32nd","27003100",2021-08-02,"MPRB",NA,NA,NA,NA,"Y","ecoli_30dayGM"
"Harriet - Main","27001600",2021-08-09,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - SE","27001600",2021-08-09,"MPRB",NA,NA,NA,NA,"N",""
"Hiawatha","27001800",2021-08-09,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - 50th","27001900",2021-08-09,"MPRB",NA,0.218,0.407,NA,"N",""
"Nokomis - Main","27001900",2021-08-09,"MPRB",NA,0.251,0.572,NA,"N",""
"Bde Maka Ska - Main","27003100",2021-08-09,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Thomas","27003100",2021-08-09,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - East","27003900",2021-08-09,"MPRB",NA,0.228,0.729,NA,"N",""
"Cedar - Main","27003900",2021-08-09,"MPRB",NA,0.243,0.275,NA,"N",""
"Cedar - Point","27003900",2021-08-09,"MPRB",NA,0.242,0.501,NA,"N",""
"Bde Maka Ska - 32nd","27003100",2021-08-09,"MPRB",NA,NA,NA,NA,"Y","ecoli_1dayGM"
"Wirth","27003700",2021-08-09,"MPRB",NA,NA,NA,NA,"Y","ecoli_30dayGM"
"Harriet - Main","27001600",2021-08-16,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - SE","27001600",2021-08-16,"MPRB",NA,NA,NA,NA,"N",""
"Hiawatha","27001800",2021-08-16,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - 50th","27001900",2021-08-16,"MPRB",NA,0.203,0.425,NA,"N",""
"Nokomis - Main","27001900",2021-08-16,"MPRB",NA,0.293,0.357,NA,"N",""
"Bde Maka Ska - Main","27003100",2021-08-16,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Thomas","27003100",2021-08-16,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - East","27003900",2021-08-16,"MPRB",NA,0.252,0.335,NA,"N",""
"Cedar - Main","27003900",2021-08-16,"MPRB",NA,0.262,0.252,NA,"N",""
"Cedar - Point","27003900",2021-08-16,"MPRB",NA,0.354,0.44,NA,"N",""
"Bde Maka Ska - 32nd","27003100",2021-08-16,"MPRB",NA,NA,NA,NA,"Y","ecoli_30dayGM"
"Wirth","27003700",2021-08-16,"MPRB",NA,NA,NA,NA,"Y","ecoli_30dayGM"
"Harriet - Main","27001600",2021-08-23,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - SE","27001600",2021-08-23,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - 50th","27001900",2021-08-23,"MPRB",NA,1.09,0.6,NA,"N",""
"Nokomis - Main","27001900",2021-08-23,"MPRB",NA,0.98,0.49,NA,"N",""
"Bde Maka Ska - Main","27003100",2021-08-23,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Thomas","27003100",2021-08-23,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - East","27003900",2021-08-23,"MPRB",NA,0.83,0.401,NA,"N",""
"Cedar - Main","27003900",2021-08-23,"MPRB",NA,0.87,0.485,NA,"N",""
"Cedar - Point","27003900",2021-08-23,"MPRB",NA,1.08,0.425,NA,"N",""
"Hiawatha","27001800",2021-08-23,"MPRB",NA,NA,NA,NA,"Y","ecoli_1dayGM"
"Bde Maka Ska - 32nd","27003100",2021-08-23,"MPRB",NA,NA,NA,NA,"Y","ecoli_30dayGM"
"Wirth","27003700",2021-08-23,"MPRB",NA,NA,NA,NA,"Y","ecoli_1dayGM"
"Harriet - Main","27001600",2021-08-30,"MPRB",NA,NA,NA,NA,"N",""
"Harriet - SE","27001600",2021-08-30,"MPRB",NA,NA,NA,NA,"N",""
"Nokomis - 50th","27001900",2021-08-30,"MPRB",NA,0.15,0.05,NA,"N",""
"Nokomis - Main","27001900",2021-08-30,"MPRB",NA,0.15,0.05,NA,"N",""
"Bde Maka Ska - Main","27003100",2021-08-30,"MPRB",NA,NA,NA,NA,"N",""
"Bde Maka Ska - Thomas","27003100",2021-08-30,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - East","27003900",2021-08-30,"MPRB",NA,0.15,0.05,NA,"N",""
"Cedar - Main","27003900",2021-08-30,"MPRB",NA,0.15,0.05,NA,"N",""
"Cedar - Point","27003900",2021-08-30,"MPRB",NA,0.15,0.05,NA,"N",""
"Hiawatha","27001800",2021-08-30,"MPRB",NA,NA,NA,NA,"Y","ecoli_30dayGM"
"Bde Maka Ska - 32nd","27003100",2021-08-30,"MPRB",NA,NA,NA,NA,"Y","ecoli_30dayGM"
"Wirth","27003700",2021-08-30,"MPRB",NA,NA,NA,NA,"Y","ecoli_30dayGM"
"Harriet - Main","27001600",2022-05-23,"MPRB",NA,0.15,NA,NA,"N",""
"Harriet - SE","27001600",2022-05-23,"MPRB",NA,0.15,NA,NA,"N",""
"Hiawatha","27001800",2022-05-23,"MPRB",NA,0.457,NA,NA,"N",""
"Nokomis - 50th","27001900",2022-05-23,"MPRB",NA,0.15,NA,0.15,"N",""
"Nokomis - Main","27001900",2022-05-23,"MPRB",NA,0.15,NA,0.15,"N",""
"Bde Maka Ska - 32nd","27003100",2022-05-23,"MPRB",NA,2.328,NA,NA,"N",""
"Bde Maka Ska - Main","27003100",2022-05-23,"MPRB",NA,0.15,NA,NA,"N",""
"Bde Maka Ska - Thomas","27003100",2022-05-23,"MPRB",NA,0.15,NA,NA,"N",""
"Wirth","27003700",2022-05-23,"MPRB",NA,0.15,NA,NA,"N",""
"Cedar - East","27003900",2022-05-23,"MPRB",NA,0.15,NA,NA,"N",""
"Cedar - Main","27003900",2022-05-23,"MPRB",NA,0.15,NA,NA,"N",""
"Cedar - Point","27003900",2022-05-23,"MPRB",NA,0.662,NA,NA,"N",""
"Harriet - Main","27001600",2022-05-31,"MPRB",NA,0.15,NA,NA,"N",""
"Harriet - SE","27001600",2022-05-31,"MPRB",NA,0.15,NA,NA,"N",""
"Hiawatha","27001800",2022-05-31,"MPRB",NA,0.15,NA,NA,"N",""
"Nokomis - 50th","27001900",2022-05-31,"MPRB",NA,0.15,NA,0.15,"N",""
"Nokomis - Main","27001900",2022-05-31,"MPRB",NA,0.15,NA,0.15,"N",""
"Bde Maka Ska - 32nd","27003100",2022-05-31,"MPRB",NA,0.15,NA,NA,"N",""
"Bde Maka Ska - Main","27003100",2022-05-31,"MPRB",NA,0.15,NA,NA,"N",""
"Bde Maka Ska - Thomas","27003100",2022-05-31,"MPRB",NA,0.15,NA,NA,"N",""
"Wirth","27003700",2022-05-31,"MPRB",NA,0.15,NA,NA,"N",""
"Cedar - East","27003900",2022-05-31,"MPRB",NA,0.15,NA,NA,"N",""
"Cedar - Main","27003900",2022-05-31,"MPRB",NA,0.15,NA,NA,"N",""
"Cedar - Point","27003900",2022-05-31,"MPRB",NA,0.15,NA,NA,"N",""
"Harriet - Main","27001600",2022-06-06,"MPRB",NA,0.15,NA,NA,"N",""
"Harriet - SE","27001600",2022-06-06,"MPRB",NA,0.15,NA,NA,"N",""
"Hiawatha","27001800",2022-06-06,"MPRB",NA,0.15,NA,NA,"N",""
"Nokomis - 50th","27001900",2022-06-06,"MPRB",NA,0.15,NA,0.15,"N",""
"Nokomis - Main","27001900",2022-06-06,"MPRB",NA,0.15,NA,0.15,"N",""
"Bde Maka Ska - 32nd","27003100",2022-06-06,"MPRB",NA,0.15,NA,NA,"N",""
"Bde Maka Ska - Main","27003100",2022-06-06,"MPRB",NA,0.15,NA,NA,"N",""
"Bde Maka Ska - Thomas","27003100",2022-06-06,"MPRB",NA,0.15,NA,NA,"N",""
"Wirth","27003700",2022-06-06,"MPRB",NA,0.15,NA,NA,"N",""
"Cedar - East","27003900",2022-06-06,"MPRB",NA,0.15,NA,NA,"N",""
"Cedar - Main","27003900",2022-06-06,"MPRB",NA,NA,NA,NA,"N",""
"Cedar - Point","27003900",2022-06-06,"MPRB",NA,0.15,NA,NA,"N",""
"Harriet - Main","27001600",2022-06-14,"MPRB",NA,0.15,NA,NA,"N",""
"Harriet - SE","27001600",2022-06-14,"MPRB",NA,0.15,NA,NA,"N",""
"Hiawatha","27001800",2022-06-14,"MPRB",NA,0.15,NA,NA,"N",""
"Nokomis - 50th","27001900",2022-06-14,"MPRB",NA,0.15,NA,0.15,"N",""
"Nokomis - Main","27001900",2022-06-14,"MPRB",NA,0.15,NA,0.15,"N",""
"Bde Maka Ska - 32nd","27003100",2022-06-14,"MPRB",NA,0.15,NA,NA,"N",""
"Bde Maka Ska - Main","27003100",2022-06-14,"MPRB",NA,0.15,NA,NA,"N",""
"Bde Maka Ska - Thomas","27003100",2022-06-14,"MPRB",NA,0.15,NA,NA,"N",""
"Wirth","27003700",2022-06-14,"MPRB",NA,0.15,NA,NA,"N",""
"Cedar - East","27003900",2022-06-14,"MPRB",NA,0.15,NA,NA,"N",""
"Cedar - Main","27003900",2022-06-14,"MPRB",NA,0.15,NA,NA,"N",""
"Cedar - Point","27003900",2022-06-14,"MPRB",NA,0.15,NA,NA,"N",""
"Harriet - Main","27001600",2022-06-21,"MPRB",NA,0.15,NA,NA,"N",""
"Harriet - SE","27001600",2022-06-21,"MPRB",NA,0.15,NA,NA,"N",""
"Nokomis - 50th","27001900",2022-06-21,"MPRB",NA,0.15,NA,0.15,"N",""
"Nokomis - Main","27001900",2022-06-21,"MPRB",NA,0.15,NA,0.15,"N",""
