Date,Ecoli_units,Ecoli_1dGM,Ecoli_30dGM,BeachName,DNRID,Entero_avg_cfu,Microcystin_ugL,Cylindro_ugL,Anatoxin_ugL,ClosureYN,ClosureReason,MonitoringOrg
07/13/2020,mpn,6.194906192104671,19.87370732005493,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
07/20/2020,mpn,5.294735175190877,18.334238551447136,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
07/27/2020,mpn,8.258918646896344,17.449852148475482,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
08/03/2020,mpn,8.997151669072991,15.390306535317249,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
08/10/2020,mpn,11.813526979573075,16.45422894888746,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
08/17/2020,mpn,4.9854554364937,15.963574284467894,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
08/24/2020,mpn,17.322212798329975,20.84292796597766,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
08/31/2020,mpn,14.271995950762445,23.282336443726653,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
05/28/2019,mpn,10.792074744658247,10.792074744658247,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
06/03/2019,mpn,3.314182274698201,8.64921189184645,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
06/10/2019,mpn,5.440708026091025,9.773482522723738,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
06/17/2019,mpn,10.404642406106426,13.242028232508352,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
06/24/2019,mpn,13.991863109396261,17.827157245953526,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
07/01/2019,mpn,18.161103637551037,20.816653413338944,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
07/08/2019,mpn,5.400013337431585,21.66284143329215,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
07/15/2019,mpn,11.498182216323498,24.120261011766257,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
07/22/2019,mpn,5.915868234613536,22.299237729461165,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
07/29/2019,mpn,6.0346863693147,19.071139466659535,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
08/05/2019,mpn,10.40832208852004,15.925961036193883,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
08/12/2019,mpn,8.47504040624499,17.173449921152695,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
08/19/2019,mpn,5.878244697208073,14.893531913157782,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
08/26/2019,mpn,6.764951514042388,15.23799130482766,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
09/03/2019,mpn,14.314076778851405,18.596806456369457,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
05/29/2018,mpn,6.179723684708112,6.179723684708112,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
06/04/2018,mpn,1.892789260714372,4.949638651048619,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
06/11/2018,mpn,10.292751203683574,9.18263207455303,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
06/20/2018,mpn,13.64022362342356,14.150077699988358,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
06/25/2018,mpn,9.763162991097346,16.944867931669215,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
07/02/2018,mpn,8.57110904069508,17.915014400135327,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
07/09/2018,mpn,7.464460695588519,20.17535163623326,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
07/16/2018,mpn,8.938042406162658,19.625768127065843,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
07/23/2018,mpn,5.282689689063901,16.235251407873857,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
07/30/2018,mpn,4.464973520717927,14.085861393803317,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
08/06/2018,mpn,6.999782715322425,13.44839964739275,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
08/13/2018,mpn,7.937199982014953,13.640182351122865,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
08/20/2018,mpn,6.68688970275017,12.726926008005298,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
08/27/2018,mpn,9.405911656761388,14.399650657192035,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
05/30/2017,mpn,10.45453654725123,10.45453654725123,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
06/05/2017,mpn,6.453666055721683,10.36721696072246,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
06/12/2017,mpn,11.039169984707467,13.97368629384019,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
06/19/2017,mpn,12.095920168952022,17.703704686421215,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
06/26/2017,mpn,4.523719014285829,18.080117857792658,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
07/05/2017,mpn,11.204040611093175,18.38417956780391,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
07/10/2017,mpn,11.64201522845783,20.489009144725706,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
07/17/2017,mpn,7.411602543160107,19.017363542426974,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
07/24/2017,mpn,7.080234433778272,16.98258073724985,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
07/31/2017,mpn,3.11837945887704,16.412457146226657,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
08/07/2017,mpn,-0.7788608582697334,11.551187291338776,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
08/15/2017,mpn,7.787144807293026,9.987328536360318,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
08/22/2017,mpn,10.392280304282579,11.196541428941144,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
06/01/2016,mpn,9.772797125099574,9.772797125099574,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
06/06/2016,mpn,7.738889352814278,10.737241404521717,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
06/13/2016,mpn,9.822595822293996,13.667141150103925,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
06/20/2016,mpn,12.419465822122167,17.575692918498405,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
06/27/2016,mpn,10.567735742505695,20.41461437288767,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
07/05/2016,mpn,9.167665689559056,20.169122309604056,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
07/11/2016,mpn,12.596623270384692,22.139826609971387,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
07/18/2016,mpn,8.839914917551509,21.74116881649688,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
07/25/2016,mpn,11.51613207075963,21.37470088336491,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
08/01/2016,mpn,10.339588845094191,21.28214536684761,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
08/08/2016,mpn,10.66136017814212,21.888113129190156,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
08/15/2016,mpn,7.880314803945161,19.974782853307154,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
08/22/2016,mpn,12.581041103348989,21.492497406568507,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
08/29/2016,mpn,9.446791113610468,20.652999156483265,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
05/27/2015,mpn,6.996261476011866,6.996261476011866,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
06/01/2015,mpn,2.5895481173512094,5.87751224255477,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
06/08/2015,mpn,10.450743546672765,10.018276570017921,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
06/15/2015,mpn,8.43714665837161,12.588624407699939,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
06/23/2015,mpn,10.48119995758403,15.803374530630176,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
06/29/2015,mpn,8.792363111482135,16.53202399496485,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
07/07/2015,mpn,10.70575283199526,19.824637342097354,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
07/13/2015,mpn,13.550920001444908,21.08232892730725,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
07/20/2015,mpn,9.611541017613781,21.558761777141726,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
07/27/2015,mpn,6.504383209836074,19.945431364330762,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
08/03/2015,mpn,10.124491351928242,20.485854305692875,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
08/10/2015,mpn,6.900343156570348,18.94206097751279,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
08/17/2015,mpn,10.25437459456764,17.60470567565253,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
08/24/2015,mpn,11.520905289551855,18.37930396479844,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
08/31/2015,mpn,7.230096367215797,18.673714087779537,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
05/27/2014,mpn,6.154648767857286,6.154648767857286,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
06/03/2014,mpn,12.519872568330358,11.450230333522113,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
06/09/2014,mpn,11.39216945922346,15.033345397705551,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
06/16/2014,mpn,9.925892517018708,17.68128532569503,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
06/23/2014,mpn,12.450747951740231,21.275413639695348,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
06/30/2014,mpn,9.885749897881645,22.789061189522847,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
07/07/2014,mpn,8.613279132406314,21.20421924169282,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
07/14/2014,mpn,9.851599251971946,20.579234756341098,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
07/22/2014,mpn,14.104213017375695,22.27431199154809,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
07/28/2014,mpn,6.204409651266953,19.740273289722996,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
08/04/2014,mpn,8.262348416097185,19.08168549227208,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
08/11/2014,mpn,14.419255410467294,21.437076424167355,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
08/19/2014,mpn,18.320266762473345,24.87267824273573,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
08/25/2014,mpn,9.421249377717794,22.97287542526206,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
06/03/2013,cfu,4.357762781432299,4.357762781432299,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
06/10/2013,cfu,8.084595809293141,7.62899724128449,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
06/17/2013,cfu,0.4278157399964452,6.435087165360942,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
06/24/2013,cfu,4.464973520717927,7.664113441482861,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
07/01/2013,cfu,3.6640330098757947,8.519028981374033,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
07/08/2013,cfu,11.754300109955414,11.51968487741338,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
07/15/2013,cfu,12.722986581905369,13.401405201638726,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
07/22/2013,cfu,7.79709406488666,16.391002559562434,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
07/29/2013,cfu,-1.2618595071429148,14.067718767778377,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
08/05/2013,cfu,9.32081307917249,16.36258320415137,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
08/12/2013,cfu,6.881481795718129,14.385759407351285,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
08/19/2013,cfu,12.832259019074968,14.430089472664834,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
08/20/2013,cfu,4.261859507142915,15.139761107183208,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
08/27/2013,cfu,6.129006530593721,14.505731433061909,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
05/29/2012,cfu,10.210345666550154,10.210345666550154,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
06/04/2012,cfu,4.19180654857877,8.830639200487129,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
06/11/2012,cfu,6.154648767857286,10.278400491493105,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
06/18/2012,cfu,19.991927920736508,17.92716513809567,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
06/20/2012,cfu,11.848586617875466,21.25674579511807,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
06/25/2012,cfu,-12.472263430867823,15.17526343549559,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
07/02/2012,mpn,7.3924900153781605,14.104214066979846,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
07/09/2012,cfu,7.250552042146672,15.26682416305546,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
07/16/2012,cfu,12.645472604300451,17.733945844138713,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
07/23/2012,cfu,8.58672711073255,9.49421084850999,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
07/30/2012,cfu,11.420770877879018,19.187229498782536,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
08/06/2012,cfu,9.133809914968058,19.893654896440655,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
08/13/2012,cfu,9.689883325601032,20.883252254364365,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
08/20/2012,cfu,7.39492056215378,18.753187976587682,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
08/27/2012,cfu,8.084595809293141,18.549481406428196,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
06/02/2011,cfu,5.988692535003756,5.988692535003756,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
06/07/2011,cfu,6.830290198006202,7.859923276853941,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
06/14/2011,cfu,6.804347005465759,9.811664869237859,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
06/21/2011,cfu,17.02178712033985,16.201323178159782,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
06/28/2011,cfu,6.287709822868153,17.41715532472717,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
07/05/2011,cfu,4.981075425895446,17.00838131533544,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
07/12/2011,cfu,7.3785929633532845,17.230818903706528,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
07/18/2011,cfu,12.342212644428042,19.47744167365392,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
07/25/2011,cfu,6.759936284165179,15.314374301966335,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
08/02/2011,cfu,9.707908453756286,16.701893722415118,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
08/08/2011,cfu,8.287709822868154,18.043341964832607,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
08/15/2011,cfu,10.308594919526366,19.23199650069136,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
08/22/2011,cfu,6.968236860072882,17.051861201392086,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
08/29/2011,cfu,7.909491366504979,17.518217157217926,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
05/29/2007,NA,2.2618595071429146,2.2618595071429146,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
06/04/2007,NA,5.095903274289385,4.511391594469386,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
06/11/2007,NA,3.4649735207179266,5.411368151075113,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
06/18/2007,NA,3.7268330278608417,6.432569876273822,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
06/25/2007,NA,6.556822270590167,8.562522649109013,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
07/02/2007,NA,5.815119193041915,10.004022793444888,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
07/09/2007,NA,7.129006530593721,10.828819992772283,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
07/17/2007,NA,4.07544759935851,11.076479480190542,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
07/23/2007,NA,5.250552042146671,11.694627708347591,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
07/30/2007,NA,5.3577627814322994,11.208188613128167,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
08/06/2007,NA,7.767669272835629,12.000306687980764,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
08/13/2007,NA,5.867147023450807,11.488390638361134,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
08/21/2007,NA,11.487473391431973,14.495329954250701,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
08/27/2007,NA,9.906421416793487,16.384141065410542,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
08/08/2006,NA,3.2618595071429146,4.285097208938469,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
08/15/2006,NA,8.071608541678465,7.53015053834111,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
08/22/2006,NA,2.095903274289385,7.584999995266107,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
08/30/2006,NA,12.301846161021771,11.950655966240838,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
08/01/2006,NA,3.7268330278608417,3.7268330278608417,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
06/02/2010,NA,11.821486831498813,11.821486831498813,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
06/07/2010,NA,5.761560261806703,10.780995965523132,Crystal Beach,19002700,NA,NA,NA,NA,N,NA,Burnsville
