BeachName,DOW,Date,Ecoli_1dGM,Ecoli_30dGM,Ecoli_units,ClosureYN,ClosureReason,MonitoringOrg
Bush Lake Beach,27004700,2013-07-25T00:00:00Z,1,5.855705350885203,cfu,N,NA,Bloomington
Bush Lake Beach,27004700,2013-07-29T00:00:00Z,15,5.5215907933562844,cfu,N,NA,Bloomington
Bush Lake Beach,27004700,2013-08-01T00:00:00Z,16,6.2418066180403144,cfu,N,NA,Bloomington
Bush Lake Beach,27004700,2013-08-05T00:00:00Z,44,7.754402685564438,cfu,N,NA,Bloomington
Bush Lake Beach,27004700,2013-08-08T00:00:00Z,6,7.913092935975818,cfu,N,NA,Bloomington
Bush Lake Beach,27004700,2013-08-12T00:00:00Z,2,7.326532645399201,cfu,N,NA,Bloomington
Bush Lake Beach,27004700,2013-08-15T00:00:00Z,24,8.546613090260594,cfu,N,NA,Bloomington
Bush Lake Beach,27004700,2013-08-19T00:00:00Z,11,7.997338039593952,cfu,N,NA,Bloomington
Bush Lake Beach,27004700,2013-08-22T00:00:00Z,6,8.365870720496806,cfu,N,NA,Bloomington
Bush Lake Beach,27004700,2013-08-26T00:00:00Z,15,11.302849778661985,cfu,N,NA,Bloomington
Bush Lake Beach,27004700,2013-08-29T00:00:00Z,70,13.412880100525307,cfu,N,NA,Bloomington
Bush Lake Beach,27004700,2014-05-27T00:00:00Z,6,6,cfu,N,NA,Bloomington
Bush Lake Beach,27004700,2014-05-29T00:00:00Z,10,7.745966692414834,cfu,N,NA,Bloomington
Bush Lake Beach,27004700,2014-06-02T00:00:00Z,10,8.434326653017491,cfu,N,NA,Bloomington
Bush Lake Beach,27004700,2014-06-05T00:00:00Z,2,5.885661912765424,cfu,N,NA,Bloomington
Bush Lake Beach,27004700,2014-06-09T00:00:00Z,1,4.128917917333368,cfu,N,NA,Bloomington
Bush Lake Beach,27004700,2014-06-11T00:00:00Z,13.114877048604,5.74439429019993,cfu,N,NA,Bloomington
Bush Lake Beach,27004700,2014-06-16T00:00:00Z,6,5.775739774747555,cfu,N,NA,Bloomington
Bush Lake Beach,27004700,2014-06-19T00:00:00Z,115,8.05287533592594,cfu,N,NA,Bloomington
Bush Lake Beach,27004700,2014-06-23T00:00:00Z,3,7.295717410328261,cfu,N,NA,Bloomington
Bush Lake Beach,27004700,2014-06-26T00:00:00Z,25,8.160048340710903,cfu,N,NA,Bloomington
Bush Lake Beach,27004700,2014-06-30T00:00:00Z,4,7.678084348536535,mpn,N,NA,Bloomington
Bush Lake Beach,27004700,2014-07-02T00:00:00Z,1,6.379334050739499,mpn,N,NA,Bloomington
Bush Lake Beach,27004700,2014-07-07T00:00:00Z,2,6.098919186637161,mpn,N,NA,Bloomington
Bush Lake Beach,27004700,2014-07-10T00:00:00Z,7,7.409052681386147,mpn,N,NA,Bloomington
Bush Lake Beach,27004700,2014-07-14T00:00:00Z,1,5.224093379309613,mpn,N,NA,Bloomington
Bush Lake Beach,27004700,2014-07-17T00:00:00Z,1,4.2810438986309975,mpn,N,NA,Bloomington
Bush Lake Beach,27004700,2014-07-21T00:00:00Z,3,2.8549383025203374,mpn,N,NA,Bloomington
Bush Lake Beach,27004700,2014-07-24T00:00:00Z,3,2.8549383025203374,mpn,N,NA,Bloomington
Bush Lake Beach,27004700,2014-07-28T00:00:00Z,4,2.328979223102158,mpn,N,NA,Bloomington
Bush Lake Beach,27004700,2014-07-31T00:00:00Z,29,2.9024097616292206,mpn,N,NA,Bloomington
Bush Lake Beach,27004700,2014-08-04T00:00:00Z,24,4.131573951745513,mpn,N,NA,Bloomington
Bush Lake Beach,27004700,2014-08-07T00:00:00Z,2,4.131573951745513,mpn,N,NA,Bloomington
Bush Lake Beach,27004700,2014-08-11T00:00:00Z,11,4.344362405334979,mpn,N,NA,Bloomington
Bush Lake Beach,27004700,2014-08-14T00:00:00Z,201,7.831351548692716,mpn,N,NA,Bloomington
Bush Lake Beach,27004700,2014-08-18T00:00:00Z,33,11.549428403315003,mpn,N,NA,Bloomington
Bush Lake Beach,27004700,2014-08-21T00:00:00Z,9,13.048901825524071,mpn,N,NA,Bloomington
Bush Lake Beach,27004700,2014-08-25T00:00:00Z,4,13.472743622972173,mpn,N,NA,Bloomington
Bush Lake Beach,27004700,2014-08-28T00:00:00Z,1,11.549428403315003,mpn,N,NA,Bloomington
Bush Lake Beach,27004700,2015-05-28T00:00:00Z,13,13,mpn,N,NA,Bloomington
Bush Lake Beach,27004700,2015-06-01T00:00:00Z,10,11.40175425099138,mpn,N,NA,Bloomington
Bush Lake Beach,27004700,2015-06-04T00:00:00Z,1,5.065797019100886,mpn,N,NA,Bloomington
Bush Lake Beach,27004700,2015-06-08T00:00:00Z,5,5.049267032744845,mpn,N,NA,Bloomington
Bush Lake Beach,27004700,2014-06-11T00:00:00Z,13.114877048604,5.74439429019993,mpn,N,NA,Bloomington
Bush Lake Beach,27004700,2015-06-15T00:00:00Z,9,5.668017379343164,mpn,N,NA,Bloomington
Bush Lake Beach,27004700,2015-06-18T00:00:00Z,6,5.722043908590109,mpn,N,NA,Bloomington
Bush Lake Beach,27004700,2015-06-23T00:00:00Z,23,6.9801078996314985,mpn,N,NA,Bloomington
Bush Lake Beach,27004700,2015-06-25T00:00:00Z,1,5.474940062603107,mpn,N,NA,Bloomington
Bush Lake Beach,27004700,2015-06-29T00:00:00Z,15,5.573754774857669,mpn,N,NA,Bloomington
Bush Lake Beach,27004700,2015-07-01T00:00:00Z,10,5.947762946943775,mpn,N,NA,Bloomington
Bush Lake Beach,27004700,2015-07-06T00:00:00Z,7,7.108616944077369,mpn,N,NA,Bloomington
Bush Lake Beach,27004700,2015-07-09T00:00:00Z,1,5.813181220114212,mpn,N,NA,Bloomington
Bush Lake Beach,27004700,2015-07-13T00:00:00Z,54,7.446757026270244,mpn,N,NA,Bloomington
Bush Lake Beach,27004700,2015-07-16T00:00:00Z,29,8.48064540591295,mpn,N,NA,Bloomington
Bush Lake Beach,27004700,2015-07-20T00:00:00Z,111,11.728048776391006,mpn,N,NA,Bloomington
Bush Lake Beach,27004700,2015-07-23T00:00:00Z,16,12.098044717117169,mpn,N,NA,Bloomington
Bush Lake Beach,27004700,2015-07-27T00:00:00Z,50,17.397555264311183,mpn,N,NA,Bloomington
Bush Lake Beach,27004700,2015-07-30T00:00:00Z,17,17.6411935557777,mpn,N,NA,Bloomington
Bush Lake Beach,27004700,2015-08-03T00:00:00Z,13,18.16303155561297,mpn,N,NA,Bloomington
Bush Lake Beach,27004700,2015-08-06T00:00:00Z,35,21.71959242306852,mpn,N,NA,Bloomington
Bush Lake Beach,27004700,2015-08-10T00:00:00Z,19,30.12557914666616,mpn,N,NA,Bloomington
Bush Lake Beach,27004700,2015-08-13T00:00:00Z,31,28.323965978237887,mpn,N,NA,Bloomington
Bush Lake Beach,27004700,2015-08-17T00:00:00Z,54,30.349643439010116,mpn,N,NA,Bloomington
Bush Lake Beach,27004700,2015-08-20T00:00:00Z,15,24.298098650350806,mpn,N,NA,Bloomington
Bush Lake Beach,27004700,2015-08-24T00:00:00Z,35,26.5060063588385,mpn,N,NA,Bloomington
Bush Lake Beach,27004700,2015-08-27T00:00:00Z,32,25.223696917046073,mpn,N,NA,Bloomington
Bush Lake Beach,27004700,2015-08-31T00:00:00Z,47,28.24105024204359,mpn,N,NA,Bloomington
Bush Lake Beach,27004700,2015-09-03T00:00:00Z,54.6,33.123083894892844,mpn,N,NA,Bloomington
