beach,DOW,date,ecoli_1dGM,ecoli_30dGM,units,closureYN,closure_reason
Josephine,62005700,2023-07-11,4.4,3.9,mpn/100mL,N,NA
Josephine,62005700,2023-07-06,1.4,4.5,mpn/100mL,N,NA
Josephine,62005700,2023-07-06,1.4,4.5,mpn/100mL,N,NA
Josephine,62005700,2023-06-27,5.1,6.1,mpn/100mL,N,NA
Josephine,62005700,2023-06-27,5.1,6.1,mpn/100mL,N,NA
Josephine,62005700,2023-06-20,13.3,6.4,mpn/100mL,N,NA
Josephine,62005700,2023-06-20,13.3,6.4,mpn/100mL,N,NA
Josephine,62005700,2023-06-13,2,5,mpn/100mL,N,NA
Josephine,62005700,2023-06-13,2,5,mpn/100mL,N,NA
Josephine,62005700,2023-06-06,10,7.8,mpn/100mL,N,NA
Josephine,62005700,2023-06-06,10,7.8,mpn/100mL,N,NA
Josephine,62005700,2023-05-30,6.1,6.1,mpn/100mL,N,NA
Josephine,62005700,2023-05-30,6.1,6.1,mpn/100mL,N,NA
Josephine,62005700,2022-08-30,5.1,2.5,mpn/100mL,N,NA
Josephine,62005700,2022-08-30,5.1,2.5,mpn/100mL,N,NA
Josephine,62005700,2022-08-23,7.4,4,mpn/100mL,N,NA
Josephine,62005700,2022-08-23,7.4,4,mpn/100mL,N,NA
Josephine,62005700,2022-08-16,1,3.4,mpn/100mL,N,NA
Josephine,62005700,2022-08-16,1,3.4,mpn/100mL,N,NA
Josephine,62005700,2022-08-09,1.4,3.4,mpn/100mL,N,NA
Josephine,62005700,2022-08-09,1.4,3.4,mpn/100mL,N,NA
Josephine,62005700,2022-08-02,2,8,mpn/100mL,N,NA
Josephine,62005700,2022-08-02,2,8,mpn/100mL,N,NA
Josephine,62005700,2022-07-26,46.8,9.3,mpn/100mL,N,NA
Josephine,62005700,2022-07-26,46.8,9.3,mpn/100mL,N,NA
Josephine,62005700,2022-07-19,3.6,5.1,mpn/100mL,N,NA
Josephine,62005700,2022-07-19,3.6,5.1,mpn/100mL,N,NA
Josephine,62005700,2022-07-12,1,10.5,mpn/100mL,N,NA
Josephine,62005700,2022-07-12,1,10.5,mpn/100mL,N,NA
Josephine,62005700,2022-07-05,99.7,15.1,mpn/100mL,N,NA
Josephine,62005700,2022-07-05,99.7,15.1,mpn/100mL,N,NA
Josephine,62005700,2022-06-28,4.1,9.5,mpn/100mL,N,NA
Josephine,62005700,2022-06-28,4.1,9.5,mpn/100mL,N,NA
Josephine,62005700,2022-06-21,2.4,7.1,mpn/100mL,N,NA
Josephine,62005700,2022-06-21,2.4,7.1,mpn/100mL,N,NA
Josephine,62005700,2022-06-14,125.9,9.3,mpn/100mL,N,NA
Josephine,62005700,2022-06-14,125.9,9.3,mpn/100mL,N,NA
Josephine,62005700,2022-06-07,6.2,3.9,mpn/100mL,N,NA
Josephine,62005700,2022-06-07,6.2,3.9,mpn/100mL,N,NA
Josephine,62005700,2022-05-31,9.7,3.1,mpn/100mL,N,NA
Josephine,62005700,2022-05-31,9.7,3.1,mpn/100mL,N,NA
Josephine,62005700,2022-05-24,1,1,mpn/100mL,N,NA
Josephine,62005700,2022-05-24,1,1,mpn/100mL,N,NA
Josephine,62005700,2021-08-31,2,5.6,mpn/100mL,N,NA
Josephine,62005700,2021-08-31,2,5.6,mpn/100mL,N,NA
Josephine,62005700,2021-08-24,44.6,6.4,mpn/100mL,N,NA
Josephine,62005700,2021-08-24,44.6,6.4,mpn/100mL,N,NA
Josephine,62005700,2021-08-17,1.8,5.2,mpn/100mL,N,NA
Josephine,62005700,2021-08-17,1.8,5.2,mpn/100mL,N,NA
Josephine,62005700,2021-08-10,33.6,15.7,mpn/100mL,N,NA
Josephine,62005700,2021-08-10,33.6,15.7,mpn/100mL,N,NA
Josephine,62005700,2021-08-03,1,15.8,mpn/100mL,N,NA
Josephine,62005700,2021-08-03,1,15.8,mpn/100mL,N,NA
Josephine,62005700,2021-07-27,4,26.3,mpn/100mL,N,NA
Josephine,62005700,2021-07-27,4,26.3,mpn/100mL,N,NA
Josephine,62005700,2021-07-20,15.6,34.2,mpn/100mL,N,NA
Josephine,62005700,2021-07-20,15.6,34.2,mpn/100mL,N,NA
Josephine,62005700,2021-07-13,459.5,27.8,mpn/100mL,N,NA
Josephine,62005700,2021-07-13,459.5,27.8,mpn/100mL,N,NA
Josephine,62005700,2021-07-06,34.6,10.3,mpn/100mL,N,NA
Josephine,62005700,2021-07-06,34.6,10.3,mpn/100mL,N,NA
Josephine,62005700,2021-06-29,12.6,8.2,mpn/100mL,N,NA
Josephine,62005700,2021-06-29,12.6,8.2,mpn/100mL,N,NA
Josephine,62005700,2021-06-22,14.9,7.8,mpn/100mL,N,NA
Josephine,62005700,2021-06-22,14.9,7.8,mpn/100mL,N,NA
Josephine,62005700,2021-06-15,5.6,6.6,mpn/100mL,N,NA
Josephine,62005700,2021-06-15,5.6,6.6,mpn/100mL,N,NA
Josephine,62005700,2021-06-08,3.2,7,mpn/100mL,N,NA
Josephine,62005700,2021-06-08,3.2,7,mpn/100mL,N,NA
Josephine,62005700,2021-06-01,10.8,10.2,mpn/100mL,N,NA
Josephine,62005700,2021-06-01,10.8,10.2,mpn/100mL,N,NA
Josephine,62005700,2021-05-25,9.7,9.7,mpn/100mL,N,NA
Josephine,62005700,2021-05-25,9.7,9.7,mpn/100mL,N,NA
Josephine,62005700,2015-09-01,502.4,12.5,mpn/100mL,N,NA
Josephine,62005700,2015-09-01,502.4,12.5,mpn/100mL,N,NA
Josephine,62005700,2015-08-25,5.2,13.5,mpn/100mL,N,NA
Josephine,62005700,2015-08-25,5.2,13.5,mpn/100mL,N,NA
Josephine,62005700,2015-08-18,11.4,15.3,mpn/100mL,N,NA
Josephine,62005700,2015-08-18,11.4,15.3,mpn/100mL,N,NA
Josephine,62005700,2015-08-11,4.1,18.9,mpn/100mL,N,NA
Josephine,62005700,2015-08-11,4.1,18.9,mpn/100mL,N,NA
Josephine,62005700,2015-08-04,2.5,21.5,mpn/100mL,N,NA
Josephine,62005700,2015-08-04,2.5,21.5,mpn/100mL,N,NA
Josephine,62005700,2015-07-28,751.4,23.1,mpn/100mL,N,NA
Josephine,62005700,2015-07-28,751.4,23.1,mpn/100mL,N,NA
Josephine,62005700,2015-07-21,9.7,8.8,mpn/100mL,N,NA
Josephine,62005700,2015-07-21,9.7,8.8,mpn/100mL,N,NA
Josephine,62005700,2015-07-14,32.2,6,mpn/100mL,N,NA
Josephine,62005700,2015-07-14,32.2,6,mpn/100mL,N,NA
Josephine,62005700,2015-07-07,8,4.8,mpn/100mL,N,NA
Josephine,62005700,2015-07-07,8,4.8,mpn/100mL,N,NA
Josephine,62005700,2015-06-30,3.6,4.4,mpn/100mL,N,NA
Josephine,62005700,2015-06-30,3.6,4.4,mpn/100mL,N,NA
Josephine,62005700,2015-06-23,5.9,6.3,mpn/100mL,N,NA
Josephine,62005700,2015-06-23,5.9,6.3,mpn/100mL,N,NA
Josephine,62005700,2015-06-16,1.4,6.1,mpn/100mL,N,NA
Josephine,62005700,2015-06-16,1.4,6.1,mpn/100mL,N,NA
Josephine,62005700,2015-06-09,11.1,8.8,mpn/100mL,N,NA
Josephine,62005700,2015-06-09,11.1,8.8,mpn/100mL,N,NA
Josephine,62005700,2015-06-02,5.1,8.1,mpn/100mL,N,NA
Josephine,62005700,2015-06-02,5.1,8.1,mpn/100mL,N,NA
Josephine,62005700,2015-05-26,20.9,10.2,mpn/100mL,N,NA
Josephine,62005700,2015-05-26,20.9,10.2,mpn/100mL,N,NA
Josephine,62005700,2015-05-19,5,5,mpn/100mL,N,NA
Josephine,62005700,2015-05-19,5,5,mpn/100mL,N,NA
Josephine,62005700,2014-08-26,2.9,10,mpn/100mL,N,NA
Josephine,62005700,2014-08-26,2.9,10,mpn/100mL,N,NA
Josephine,62005700,2014-08-19,111.4,13.2,mpn/100mL,N,NA
Josephine,62005700,2014-08-19,111.4,13.2,mpn/100mL,N,NA
Josephine,62005700,2014-08-12,158.4,8.5,mpn/100mL,N,NA
Josephine,62005700,2014-08-12,158.4,8.5,mpn/100mL,N,NA
Josephine,62005700,2014-08-05,2,4.4,mpn/100mL,N,NA
Josephine,62005700,2014-08-05,2,4.4,mpn/100mL,N,NA
Josephine,62005700,2014-07-29,1,6.8,mpn/100mL,N,NA
Josephine,62005700,2014-07-29,1,6.8,mpn/100mL,N,NA
Josephine,62005700,2014-07-22,11.4,9.4,mpn/100mL,N,NA
Josephine,62005700,2014-07-22,11.4,9.4,mpn/100mL,N,NA
Josephine,62005700,2014-07-15,12.1,8.5,mpn/100mL,N,NA
Josephine,62005700,2014-07-15,12.1,8.5,mpn/100mL,N,NA
Josephine,62005700,2014-07-08,5.8,7,mpn/100mL,N,NA
Josephine,62005700,2014-07-08,5.8,7,mpn/100mL,N,NA
Josephine,62005700,2014-07-01,17.5,8.5,mpn/100mL,N,NA
Josephine,62005700,2014-07-01,17.5,8.5,mpn/100mL,N,NA
Josephine,62005700,2014-06-24,5.1,6.4,mpn/100mL,N,NA
Josephine,62005700,2014-06-24,5.1,6.4,mpn/100mL,N,NA
Josephine,62005700,2014-06-17,7,6.3,mpn/100mL,N,NA
Josephine,62005700,2014-06-17,7,6.3,mpn/100mL,N,NA
Josephine,62005700,2014-06-10,4.7,6.2,mpn/100mL,N,NA
Josephine,62005700,2014-06-10,4.7,6.2,mpn/100mL,N,NA
Josephine,62005700,2014-06-03,14.5,6.8,mpn/100mL,N,NA
Josephine,62005700,2014-06-03,14.5,6.8,mpn/100mL,N,NA
Josephine,62005700,2014-05-27,4.4,4.6,mpn/100mL,N,NA
Josephine,62005700,2014-05-27,4.4,4.6,mpn/100mL,N,NA
Josephine,62005700,2014-05-20,4.8,4.8,mpn/100mL,N,NA
Josephine,62005700,2014-05-20,4.8,4.8,mpn/100mL,N,NA
Josephine,62005700,2013-08-27,4,2,mpn/100mL,N,NA
Josephine,62005700,2013-08-27,4,2,mpn/100mL,N,NA
Josephine,62005700,2013-08-20,1,1.7,mpn/100mL,N,NA
Josephine,62005700,2013-08-20,1,1.7,mpn/100mL,N,NA
Josephine,62005700,2013-08-13,6.2,3.4,mpn/100mL,N,NA
Josephine,62005700,2013-08-13,6.2,3.4,mpn/100mL,N,NA
Josephine,62005700,2013-08-06,1.4,9.8,mpn/100mL,N,NA
Josephine,62005700,2013-08-06,1.4,9.8,mpn/100mL,N,NA
Josephine,62005700,2013-07-30,1,12.4,mpn/100mL,N,NA
Josephine,62005700,2013-07-30,1,12.4,mpn/100mL,N,NA
Josephine,62005700,2013-07-23,1.4,28.8,mpn/100mL,N,NA
Josephine,62005700,2013-07-23,1.4,28.8,mpn/100mL,N,NA
Josephine,62005700,2013-07-16,35.6,57.4,mpn/100mL,N,NA
Josephine,62005700,2013-07-16,35.6,57.4,mpn/100mL,N,NA
Josephine,62005700,2013-07-09,1250.6,61.8,mpn/100mL,N,NA
Josephine,62005700,2013-07-09,1250.6,61.8,mpn/100mL,N,NA
Josephine,62005700,2013-07-02,4.7,21.7,mpn/100mL,N,NA
Josephine,62005700,2013-07-02,4.7,21.7,mpn/100mL,N,NA
Josephine,62005700,2013-06-25,66.9,31.5,mpn/100mL,N,NA
Josephine,62005700,2013-06-25,66.9,31.5,mpn/100mL,N,NA
Josephine,62005700,2013-06-18,44.8,30,mpn/100mL,N,NA
Josephine,62005700,2013-06-18,44.8,30,mpn/100mL,N,NA
Josephine,62005700,2013-06-11,51.2,27.1,mpn/100mL,N,NA
Josephine,62005700,2013-06-11,51.2,27.1,mpn/100mL,N,NA
Josephine,62005700,2013-06-04,6.6,21.9,mpn/100mL,N,NA
Josephine,62005700,2013-06-04,6.6,21.9,mpn/100mL,N,NA
Josephine,62005700,2013-05-28,30.6,39.8,mpn/100mL,N,NA
Josephine,62005700,2013-05-28,30.6,39.8,mpn/100mL,N,NA
Josephine,62005700,2013-05-21,51.6,51.6,mpn/100mL,N,NA
Josephine,62005700,2013-05-21,51.6,51.6,mpn/100mL,N,NA
Josephine,62005700,2012-08-29,70.1,16.2,mpn/100mL,N,NA
Josephine,62005700,2012-08-29,70.1,16.2,mpn/100mL,N,NA
Josephine,62005700,2012-08-21,4.6,14.4,mpn/100mL,N,NA
Josephine,62005700,2012-08-21,4.6,14.4,mpn/100mL,N,NA
Josephine,62005700,2012-08-14,7.5,17.1,mpn/100mL,N,NA
Josephine,62005700,2012-08-14,7.5,17.1,mpn/100mL,N,NA
Josephine,62005700,2012-08-07,26.3,11.4,mpn/100mL,N,NA
Josephine,62005700,2012-08-07,26.3,11.4,mpn/100mL,N,NA
Josephine,62005700,2012-07-31,17.5,6.8,mpn/100mL,N,NA
Josephine,62005700,2012-07-31,17.5,6.8,mpn/100mL,N,NA
Josephine,62005700,2012-07-24,39.3,6.5,mpn/100mL,N,NA
Josephine,62005700,2012-07-24,39.3,6.5,mpn/100mL,N,NA
Josephine,62005700,2012-07-17,10.8,6.5,mpn/100mL,N,NA
Josephine,62005700,2012-07-17,10.8,6.5,mpn/100mL,N,NA
Josephine,62005700,2012-07-10,1,5.4,mpn/100mL,N,NA
Josephine,62005700,2012-07-10,1,5.4,mpn/100mL,N,NA
Josephine,62005700,2012-07-05,2,5.8,mpn/100mL,N,NA
Josephine,62005700,2012-07-05,2,5.8,mpn/100mL,N,NA
Josephine,62005700,2012-06-26,14,10.6,mpn/100mL,N,NA
Josephine,62005700,2012-06-26,14,10.6,mpn/100mL,N,NA
Josephine,62005700,2012-06-19,38.4,10,mpn/100mL,N,NA
Josephine,62005700,2012-06-19,38.4,10,mpn/100mL,N,NA
Josephine,62005700,2012-06-12,4.4,6.3,mpn/100mL,N,NA
Josephine,62005700,2012-06-12,4.4,6.3,mpn/100mL,N,NA
Josephine,62005700,2012-06-05,1.4,7.6,mpn/100mL,N,NA
Josephine,62005700,2012-06-05,1.4,7.6,mpn/100mL,N,NA
Josephine,62005700,2012-05-29,41,41,mpn/100mL,N,NA
Josephine,62005700,2012-05-29,41,41,mpn/100mL,N,NA
Josephine,62005700,2011-08-30,17.3,21.4,mpn/100mL,N,NA
Josephine,62005700,2011-08-30,17.3,21.4,mpn/100mL,N,NA
Josephine,62005700,2011-08-23,8.8,18.6,mpn/100mL,N,NA
Josephine,62005700,2011-08-23,8.8,18.6,mpn/100mL,N,NA
Josephine,62005700,2011-08-16,27.4,24.1,mpn/100mL,N,NA
Josephine,62005700,2011-08-16,27.4,24.1,mpn/100mL,N,NA
Josephine,62005700,2011-08-09,39,19.3,mpn/100mL,N,NA
Josephine,62005700,2011-08-09,39,19.3,mpn/100mL,N,NA
Josephine,62005700,2011-08-02,27.9,14.6,mpn/100mL,N,NA
Josephine,62005700,2011-08-02,27.9,14.6,mpn/100mL,N,NA
Josephine,62005700,2011-07-26,8.4,12.6,mpn/100mL,N,NA
Josephine,62005700,2011-07-26,8.4,12.6,mpn/100mL,N,NA
Josephine,62005700,2011-07-19,32.1,27.8,mpn/100mL,N,NA
Josephine,62005700,2011-07-19,32.1,27.8,mpn/100mL,N,NA
Josephine,62005700,2011-07-12,9.1,27.7,mpn/100mL,N,NA
Josephine,62005700,2011-07-12,9.1,27.7,mpn/100mL,N,NA
Josephine,62005700,2011-07-05,9.6,47.4,mpn/100mL,N,NA
Josephine,62005700,2011-07-05,9.6,47.4,mpn/100mL,N,NA
Josephine,62005700,2011-06-28,13.1,60.6,mpn/100mL,N,NA
Josephine,62005700,2011-06-28,13.1,60.6,mpn/100mL,N,NA
Josephine,62005700,2011-06-21,447.6,58.9,mpn/100mL,N,NA
Josephine,62005700,2011-06-21,447.6,58.9,mpn/100mL,N,NA
Josephine,62005700,2011-06-14,31.4,35.5,mpn/100mL,N,NA
Josephine,62005700,2011-06-14,31.4,35.5,mpn/100mL,N,NA
Josephine,62005700,2011-06-07,134.5,37,mpn/100mL,N,NA
Josephine,62005700,2011-06-07,134.5,37,mpn/100mL,N,NA
Josephine,62005700,2011-05-31,32.8,19.4,mpn/100mL,N,NA
Josephine,62005700,2011-05-31,32.8,19.4,mpn/100mL,N,NA
Josephine,62005700,2011-05-24,11.5,11.5,mpn/100mL,N,NA
Josephine,62005700,2011-05-24,11.5,11.5,mpn/100mL,N,NA
Josephine,62005700,2010-08-31,4.6,9.9,mpn/100mL,N,NA
Josephine,62005700,2010-08-31,4.6,9.9,mpn/100mL,N,NA
Josephine,62005700,2010-08-24,20.4,17,mpn/100mL,N,NA
Josephine,62005700,2010-08-24,20.4,17,mpn/100mL,N,NA
Josephine,62005700,2010-08-17,1,23.6,mpn/100mL,N,NA
Josephine,62005700,2010-08-17,1,23.6,mpn/100mL,N,NA
Josephine,62005700,2010-08-10,89,66.7,mpn/100mL,N,NA
Josephine,62005700,2010-08-10,89,66.7,mpn/100mL,N,NA
Josephine,62005700,2010-08-03,11.3,81.9,mpn/100mL,N,NA
Josephine,62005700,2010-08-03,11.3,81.9,mpn/100mL,N,NA
Josephine,62005700,2010-07-27,68.5,86.7,mpn/100mL,N,NA
Josephine,62005700,2010-07-27,68.5,86.7,mpn/100mL,N,NA
Josephine,62005700,2010-07-20,107.7,82,mpn/100mL,N,NA
Josephine,62005700,2010-07-20,107.7,82,mpn/100mL,N,NA
Josephine,62005700,2010-07-13,178.5,83.1,mpn/100mL,N,NA
Josephine,62005700,2010-07-13,178.5,83.1,mpn/100mL,N,NA
Josephine,62005700,2010-07-06,248.1,40.8,mpn/100mL,N,NA
Josephine,62005700,2010-07-06,248.1,40.8,mpn/100mL,N,NA
Josephine,62005700,2010-06-30,15,26.4,mpn/100mL,N,NA
Josephine,62005700,2010-06-30,15,26.4,mpn/100mL,N,NA
Josephine,62005700,2010-06-22,52.1,23.9,mpn/100mL,N,NA
Josephine,62005700,2010-06-22,52.1,23.9,mpn/100mL,N,NA
Josephine,62005700,2010-06-15,115.1,19.7,mpn/100mL,N,NA
Josephine,62005700,2010-06-15,115.1,19.7,mpn/100mL,N,NA
Josephine,62005700,2010-06-08,5.1,10.9,mpn/100mL,N,NA
Josephine,62005700,2010-06-08,5.1,10.9,mpn/100mL,N,NA
Josephine,62005700,2010-06-02,28.2,16,mpn/100mL,N,NA
Josephine,62005700,2010-06-02,28.2,16,mpn/100mL,N,NA
Josephine,62005700,2010-05-25,9.1,9.1,mpn/100mL,N,NA
Josephine,62005700,2010-05-25,9.1,9.1,mpn/100mL,N,NA
Josephine,62005700,2009-09-01,3.6,16,mpn/100mL,N,NA
Josephine,62005700,2009-09-01,3.6,16,mpn/100mL,N,NA
Josephine,62005700,2009-08-25,257.1,20.2,mpn/100mL,N,NA
Josephine,62005700,2009-08-25,257.1,20.2,mpn/100mL,N,NA
Josephine,62005700,2009-08-18,1.4,17.2,mpn/100mL,N,NA
Josephine,62005700,2009-08-18,1.4,17.2,mpn/100mL,N,NA
Josephine,62005700,2009-08-11,176.1,32.2,mpn/100mL,N,NA
Josephine,62005700,2009-08-11,176.1,32.2,mpn/100mL,N,NA
Josephine,62005700,2009-08-04,4.6,22.2,mpn/100mL,N,NA
Josephine,62005700,2009-08-04,4.6,22.2,mpn/100mL,N,NA
Josephine,62005700,2009-07-28,11.5,26.9,mpn/100mL,N,NA
Josephine,62005700,2009-07-28,11.5,26.9,mpn/100mL,N,NA
Josephine,62005700,2009-07-21,113.2,28,mpn/100mL,N,NA
Josephine,62005700,2009-07-21,113.2,28,mpn/100mL,N,NA
Josephine,62005700,2009-07-14,32.9,12.5,mpn/100mL,N,NA
Josephine,62005700,2009-07-14,32.9,12.5,mpn/100mL,N,NA
Josephine,62005700,2009-07-07,27.5,6.2,mpn/100mL,N,NA
Josephine,62005700,2009-07-07,27.5,6.2,mpn/100mL,N,NA
Josephine,62005700,2009-06-30,12,3.7,mpn/100mL,N,NA
Josephine,62005700,2009-06-30,12,3.7,mpn/100mL,N,NA
Josephine,62005700,2009-06-23,14,2.7,mpn/100mL,N,NA
Josephine,62005700,2009-06-23,14,2.7,mpn/100mL,N,NA
Josephine,62005700,2009-06-16,2,1.6,mpn/100mL,N,NA
Josephine,62005700,2009-06-16,2,1.6,mpn/100mL,N,NA
Josephine,62005700,2009-06-09,1,1.5,mpn/100mL,N,NA
Josephine,62005700,2009-06-09,1,1.5,mpn/100mL,N,NA
Josephine,62005700,2009-06-02,2,1.7,mpn/100mL,N,NA
Josephine,62005700,2009-06-02,2,1.7,mpn/100mL,N,NA
Josephine,62005700,2009-05-26,2.5,1.6,mpn/100mL,N,NA
Josephine,62005700,2009-05-26,2.5,1.6,mpn/100mL,N,NA
Josephine,62005700,2009-05-19,1,1,mpn/100mL,N,NA
Josephine,62005700,2009-05-19,1,1,mpn/100mL,N,NA
Josephine,62005700,2008-08-26,1.4,4.1,mpn/100mL,N,NA
Josephine,62005700,2008-08-26,1.4,4.1,mpn/100mL,N,NA
Josephine,62005700,2008-08-19,2.5,3.8,mpn/100mL,N,NA
Josephine,62005700,2008-08-19,2.5,3.8,mpn/100mL,N,NA
Josephine,62005700,2008-08-12,23,5.3,mpn/100mL,N,NA
Josephine,62005700,2008-08-12,23,5.3,mpn/100mL,N,NA
Josephine,62005700,2008-08-05,2.4,4.7,mpn/100mL,N,NA
Josephine,62005700,2008-08-05,2.4,4.7,mpn/100mL,N,NA
Josephine,62005700,2008-07-30,5.7,7.4,mpn/100mL,N,NA
Josephine,62005700,2008-07-30,5.7,7.4,mpn/100mL,N,NA
Josephine,62005700,2008-07-22,1,11.8,mpn/100mL,N,NA
Josephine,62005700,2008-07-22,1,11.8,mpn/100mL,N,NA
Josephine,62005700,2008-07-15,12.5,16.8,mpn/100mL,N,NA
Josephine,62005700,2008-07-15,12.5,16.8,mpn/100mL,N,NA
Josephine,62005700,2008-07-08,13.5,15.6,mpn/100mL,N,NA
Josephine,62005700,2008-07-08,13.5,15.6,mpn/100mL,N,NA
Josephine,62005700,2008-07-01,23.7,16.1,mpn/100mL,N,NA
Josephine,62005700,2008-07-01,23.7,16.1,mpn/100mL,N,NA
Josephine,62005700,2008-06-24,56.4,9.9,mpn/100mL,N,NA
Josephine,62005700,2008-06-24,56.4,9.9,mpn/100mL,N,NA
Josephine,62005700,2008-06-17,6,6.4,mpn/100mL,N,NA
Josephine,62005700,2008-06-17,6,6.4,mpn/100mL,N,NA
Josephine,62005700,2008-06-10,8.7,6.5,mpn/100mL,N,NA
Josephine,62005700,2008-06-10,8.7,6.5,mpn/100mL,N,NA
Josephine,62005700,2008-06-03,15.7,5.6,mpn/100mL,N,NA
Josephine,62005700,2008-06-03,15.7,5.6,mpn/100mL,N,NA
Josephine,62005700,2008-05-27,2,2,mpn/100mL,N,NA
Josephine,62005700,2008-05-27,2,2,mpn/100mL,N,NA
Josephine,62005700,2007-08-28,81.7,11.5,mpn/100mL,N,NA
Josephine,62005700,2007-08-28,81.7,11.5,mpn/100mL,N,NA
Josephine,62005700,2007-08-21,15.3,7.6,mpn/100mL,N,NA
Josephine,62005700,2007-08-21,15.3,7.6,mpn/100mL,N,NA
Josephine,62005700,2007-08-14,64.1,9.2,mpn/100mL,N,NA
Josephine,62005700,2007-08-14,64.1,9.2,mpn/100mL,N,NA
Josephine,62005700,2007-08-06,1,4.8,mpn/100mL,N,NA
Josephine,62005700,2007-08-06,1,4.8,mpn/100mL,N,NA
Josephine,62005700,2007-07-31,2.5,6.8,mpn/100mL,N,NA
Josephine,62005700,2007-07-31,2.5,6.8,mpn/100mL,N,NA
Josephine,62005700,2007-07-24,10.3,6.3,mpn/100mL,N,NA
Josephine,62005700,2007-07-24,10.3,6.3,mpn/100mL,N,NA
Josephine,62005700,2007-07-17,40.4,7.6,mpn/100mL,N,NA
Josephine,62005700,2007-07-17,40.4,7.6,mpn/100mL,N,NA
Josephine,62005700,2007-07-09,2.4,5.8,mpn/100mL,N,NA
Josephine,62005700,2007-07-09,2.4,5.8,mpn/100mL,N,NA
Josephine,62005700,2007-07-02,5.7,6.9,mpn/100mL,N,NA
Josephine,62005700,2007-07-02,5.7,6.9,mpn/100mL,N,NA
Josephine,62005700,2007-06-26,5.2,12.4,mpn/100mL,N,NA
Josephine,62005700,2007-06-26,5.2,12.4,mpn/100mL,N,NA
Josephine,62005700,2007-06-25,2,14.8,mpn/100mL,N,NA
Josephine,62005700,2007-06-25,2,14.8,mpn/100mL,N,NA
Josephine,62005700,2007-06-19,33.8,20,mpn/100mL,N,NA
Josephine,62005700,2007-06-19,33.8,20,mpn/100mL,N,NA
Josephine,62005700,2007-06-12,7.9,17.5,mpn/100mL,N,NA
Josephine,62005700,2007-06-12,7.9,17.5,mpn/100mL,N,NA
Josephine,62005700,2007-06-05,6.6,22.9,mpn/100mL,N,NA
Josephine,62005700,2007-06-05,6.6,22.9,mpn/100mL,N,NA
Josephine,62005700,2007-05-29,198.1,42.5,mpn/100mL,N,NA
Josephine,62005700,2007-05-29,198.1,42.5,mpn/100mL,N,NA
Josephine,62005700,2007-05-21,9.1,9.1,mpn/100mL,N,NA
Josephine,62005700,2007-05-21,9.1,9.1,mpn/100mL,N,NA
Josephine,62005700,2006-08-29,43,9.1,mpn/100mL,N,NA
Josephine,62005700,2006-08-29,43,9.1,mpn/100mL,N,NA
Josephine,62005700,2006-08-22,21.7,5.3,mpn/100mL,N,NA
Josephine,62005700,2006-08-22,21.7,5.3,mpn/100mL,N,NA
Josephine,62005700,2006-08-15,5.4,3.1,mpn/100mL,N,NA
Josephine,62005700,2006-08-15,5.4,3.1,mpn/100mL,N,NA
Josephine,62005700,2006-08-08,12.4,4,mpn/100mL,N,NA
Josephine,62005700,2006-08-08,12.4,4,mpn/100mL,N,NA
Josephine,62005700,2006-08-01,1,5.9,mpn/100mL,N,NA
Josephine,62005700,2006-08-01,1,5.9,mpn/100mL,N,NA
Josephine,62005700,2006-07-25,2.9,9.7,mpn/100mL,N,NA
Josephine,62005700,2006-07-25,2.9,9.7,mpn/100mL,N,NA
Josephine,62005700,2006-07-18,1.4,16.6,mpn/100mL,N,NA
Josephine,62005700,2006-07-18,1.4,16.6,mpn/100mL,N,NA
Josephine,62005700,2006-07-11,19.5,33.3,mpn/100mL,N,NA
Josephine,62005700,2006-07-11,19.5,33.3,mpn/100mL,N,NA
Josephine,62005700,2006-07-05,94.3,47.3,mpn/100mL,N,NA
Josephine,62005700,2006-07-05,94.3,47.3,mpn/100mL,N,NA
Josephine,62005700,2006-06-27,11.8,32.2,mpn/100mL,N,NA
Josephine,62005700,2006-06-27,11.8,32.2,mpn/100mL,N,NA
Josephine,62005700,2006-06-20,41,27.6,mpn/100mL,N,NA
Josephine,62005700,2006-06-20,41,27.6,mpn/100mL,N,NA
Josephine,62005700,2006-06-13,45.7,25,mpn/100mL,N,NA
Josephine,62005700,2006-06-13,45.7,25,mpn/100mL,N,NA
Josephine,62005700,2006-06-06,113.9,20.5,mpn/100mL,N,NA
Josephine,62005700,2006-06-06,113.9,20.5,mpn/100mL,N,NA
Josephine,62005700,2006-05-30,13.8,8.7,mpn/100mL,N,NA
Josephine,62005700,2006-05-30,13.8,8.7,mpn/100mL,N,NA
Josephine,62005700,2006-05-23,5.4,5.4,mpn/100mL,N,NA
Josephine,62005700,2006-05-23,5.4,5.4,mpn/100mL,N,NA
Josephine,62005700,2004-08-31,7.4,6.3,mpn/100mL,N,NA
Josephine,62005700,2004-08-31,7.4,6.3,mpn/100mL,N,NA
Josephine,62005700,2004-08-24,8.3,10.5,mpn/100mL,N,NA
Josephine,62005700,2004-08-24,8.3,10.5,mpn/100mL,N,NA
Josephine,62005700,2004-08-17,12.6,9.3,mpn/100mL,N,NA
Josephine,62005700,2004-08-17,12.6,9.3,mpn/100mL,N,NA
Josephine,62005700,2004-08-10,7.5,12.2,mpn/100mL,N,NA
Josephine,62005700,2004-08-10,7.5,12.2,mpn/100mL,N,NA
Josephine,62005700,2004-08-03,1.7,11,mpn/100mL,N,NA
